family,tau_high,tau_low,val_ap,val_auc,val_op_f1,val_op_recall,val_op_fa24h,val_mean_delay_s,test_ap,test_auc,test_op_f1,test_op_recall,test_op_fa24h,test_mean_delay_s,custom_correct,custom_n,custom_accuracy,custom_tp,custom_tn,custom_fp,custom_fn
ctr_gcn_c2_bbox_bone,0.40999993681907654,0.31979995071887973,0.9981481890703379,0.998604187437687,,,0.0,1.8782608032226562,0.9985574646707459,0.9988567073170731,,,0.0,1.669565200805664,18,24,0.75,9,9,3,3
tcn_c2_bbox,0.40999993681907654,0.31979995071887973,0.9985870915611933,0.9990029910269193,,,0.0,1.04347825050354,0.9955668210323423,0.9959984756097562,,,0.0,1.252173948287964,19,24,0.7916666666666666,11,8,4,1
