family,seed,val_epoch,val_ap,val_auc,val_f1,val_precision,val_recall,val_fpr,val_thr,best_metric,test_ap,test_auc,selected_tau_high,test_op2_precision,test_op2_recall,test_op2_f1,test_op2_fa24h,test_op2_mean_delay_s,custom_correct,custom_n,custom_accuracy,custom_tp,custom_tn,custom_fp,custom_fn
ctr_gcn_c2_bbox_bone_lr5e4_do30,42,32,0.9988926059437869,0.9992023928215354,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.011764705882352941,0.15999998152256012,0.9988926059437869,0.9935500902215098,0.995045731707317,0.4099999666213989,1.0,1.0,1.0,0.0,1.669565200805664,16,24,0.6666666666666666,10,6,6,2
ctr_gcn_c2_bbox_bone_lr5e4_do30,1337,32,0.9994302403523891,0.9996011964107677,0.9915966386554621,0.9833333333333333,1.0,0.011764705882352941,0.08999998867511749,0.9994302403523891,0.9957572525355798,0.9965701219512195,0.4099999666213989,1.0,1.0,1.0,0.0,1.669565200805664,19,24,0.7916666666666666,9,10,2,3
ctr_gcn_c2_bbox_bone_lr5e4_do30,17,86,0.9999999999999999,1.0,1.0,1.0,1.0,0.0,0.24999995529651642,0.9999999999999999,0.993064046108657,0.9946646341463414,0.4099999666213989,1.0,1.0,1.0,0.0,1.5652173995971679,11,24,0.4583333333333333,10,1,11,2
ctr_gcn_c2_bbox_bone_lr5e4_do30,2025,71,0.9994442900805779,0.9996011964107677,0.9914529914529915,1.0,0.9830508474576272,0.0,0.05000000074505806,0.9994442900805779,0.9933035714285714,0.9908536585365854,0.4099999666213989,1.0,1.0,1.0,0.0,1.669565200805664,18,24,0.75,9,9,3,3
ctr_gcn_c2_bbox_bone_lr5e4_do30,33724876,16,0.9989238633306429,0.9992023928215353,0.9914529914529915,1.0,0.9830508474576272,0.0,0.929999828338623,0.9989238633306429,0.9932124633004464,0.9946646341463415,0.4099999666213989,1.0,1.0,1.0,0.0,1.2521739959716798,19,24,0.7916666666666666,11,8,4,1
