model,seed,video_id,src,true_label,pred_label,status,match,event_count,max_p_fall,mean_p_fall,max_lying,mean_motion_high,first_event_start_s,n_windows
tcn,42,kitchen__kitchen_front_1,/Users/ruzhan/fall_test/kitchen/kitchen_front_1.mp4,1,1,TP,1,1,0.9842368960380554,0.320232629776001,0.09739884734153748,0.21461230516433716,5.566666603088379,14
tcn,42,kitchen__kitchen_front_2,/Users/ruzhan/fall_test/kitchen/kitchen_front_2.mp4,1,1,TP,1,1,0.9999783039093018,0.2914169430732727,0.47142964601516724,0.5739030241966248,19.16666603088379,29
tcn,42,kitchen__kitchen_side_1,/Users/ruzhan/fall_test/kitchen/kitchen_side_1.mp4,1,1,TP,1,1,0.999976634979248,0.7713775038719177,0.5031375885009766,0.20295459032058716,5.566666603088379,36
tcn,42,kitchen__kitchen_side_2,/Users/ruzhan/fall_test/kitchen/kitchen_side_2.mp4,1,1,TP,1,1,0.9510213136672974,0.4149704575538635,0.2887519896030426,0.24700281023979187,2.366666555404663,29
tcn,42,kitchen_adl__kitchen_lie_1,/Users/ruzhan/fall_test/kitchen_adl/kitchen_lie_1.mp4,0,1,FP,0,1,0.9999935626983643,0.34294894337654114,0.7811341881752014,0.11143848299980164,19.96666717529297,46
tcn,42,kitchen_adl__kitchen_lie_2,/Users/ruzhan/fall_test/kitchen_adl/kitchen_lie_2.mp4,0,1,FP,0,1,0.9999902248382568,0.602066695690155,0.5099090933799744,0.0806325152516365,9.566666603088379,28
tcn,42,kitchen_adl__kitchen_sit_1,/Users/ruzhan/fall_test/kitchen_adl/kitchen_sit_1.mp4,0,0,TN,1,0,0.7457127571105957,0.04660347104072571,0.6994116902351379,0.380414217710495,,34
tcn,42,kitchen_adl__kitchen_sit_2,/Users/ruzhan/fall_test/kitchen_adl/kitchen_sit_2.mp4,0,0,TN,1,0,0.6158332228660583,0.10118406265974045,0.4787076711654663,0.47779160737991333,,31
tcn,42,kitchen_adl__kitchen_sit_bend_1,/Users/ruzhan/fall_test/kitchen_adl/kitchen_sit_bend_1.mp4,0,0,TN,1,0,0.7498732209205627,0.04880017042160034,0.821293830871582,0.21979056298732758,,55
tcn,42,kitchen_adl__kitchen_walk_1,/Users/ruzhan/fall_test/kitchen_adl/kitchen_walk_1.mp4,0,1,FP,0,1,0.9610980749130249,0.11024884879589081,0.4734242558479309,0.10486014187335968,7.166666507720947,39
tcn,1337,corridor__corridor_back_1,/Users/ruzhan/fall_test/corridor/corridor_back_1.mp4,1,0,FN,0,0,0.9395963549613953,0.17781192064285278,0.4417036771774292,0.27588269114494324,,26
tcn,1337,corridor__corridor_back_2,/Users/ruzhan/fall_test/corridor/corridor_back_2.mp4,1,1,TP,1,1,1.0,0.8389187455177307,0.5977294445037842,0.6721400022506714,2.366666555404663,30
tcn,1337,corridor__corridor_front_1,/Users/ruzhan/fall_test/corridor/corridor_front_1.mp4,1,1,TP,1,1,0.9609346985816956,0.2387825846672058,0.11569336801767349,0.3260028660297394,2.366666555404663,26
tcn,1337,corridor__corridor_front_2,/Users/ruzhan/fall_test/corridor/corridor_front_2.mp4,1,1,TP,1,1,1.0,0.7446050047874451,0.46425294876098633,0.2724266052246094,2.366666555404663,25
tcn,1337,corridor__corridor_side_1,/Users/ruzhan/fall_test/corridor/corridor_side_1.mp4,1,1,TP,1,1,0.9908242225646973,0.2087976187467575,0.09335821866989136,0.1787046194076538,11.166666984558105,30
tcn,1337,corridor__corridor_side_2,/Users/ruzhan/fall_test/corridor/corridor_side_2.mp4,1,1,TP,1,1,1.0,0.6154471635818481,0.0484088696539402,0.345624715089798,2.366666555404663,26
tcn,1337,corridor_adl__corridor_bend_1,/Users/ruzhan/fall_test/corridor_adl/corridor_bend_1.mp4,0,1,FP,0,1,0.6433760523796082,0.07437362521886826,0.09839737415313721,0.0,2.366666555404663,17
tcn,1337,corridor_adl__corridor_bend_2,/Users/ruzhan/fall_test/corridor_adl/corridor_bend_2.mp4,0,1,FP,0,1,0.9231625199317932,0.27802774310112,0.1789158582687378,0.0,2.366666555404663,15
tcn,1337,corridor_adl__corridor_squat_1,/Users/ruzhan/fall_test/corridor_adl/corridor_squat_1.mp4,0,0,TN,1,0,0.4105033874511719,0.045442819595336914,0.01268019713461399,0.0,,24
tcn,1337,corridor_adl__corridor_squat_2,/Users/ruzhan/fall_test/corridor_adl/corridor_squat_2.mp4,0,1,FP,0,1,0.9999995231628418,0.5880494117736816,0.32345113158226013,0.6086073517799377,2.366666555404663,24
tcn,1337,corridor_adl__corridor_walk_1,/Users/ruzhan/fall_test/corridor_adl/corridor_walk_1.mp4,0,1,FP,0,1,0.9743647575378418,0.262185275554657,0.022322559729218483,0.08387458324432373,2.366666555404663,20
